artist,related_artists
Dave Matthews,"['Dave Matthews', 'Blues Traveler', 'O.A.R.', 'Hootie & The Blowfish', 'Counting Crows', 'Tim Reynolds', 'The Wallflowers', 'Barenaked Ladies', 'Gin Blossoms', 'Rusted Root', 'Third Eye Blind', 'Sister Hazel', 'Better Than Ezra', 'Toad The Wet Sprocket', 'Phish', 'Spin Doctors', 'Matchbox Twenty', 'Collective Soul', 'Everclear', 'The Verve Pipe']"
Dave Pike Set,"['Dave Pike', 'Volker Kriegel', 'Wolfgang Dauner', 'Ananda Shankar', 'The Karminsky Experience Inc.', 'Indian Vibes', 'Jeremy Steig', 'Herbie Mann', 'Gábor Szabó', 'Cal Tjader', 'Richard ""Groove"" Holmes', 'Whitefield Brothers', 'Boogaloo Joe Jones', 'Marc Moulin', 'Jimmy Smith', 'Jack McDuff', 'Mop Mop', 'Reuben Wilson', 'Jimmy McGriff', 'Les McCann']"
Dave Rawlings Machine,"['David Rawlings', 'Willie Watson', 'Gillian Welch', 'Justin Townes Earle', 'Son Volt', 'Guy Clark', 'Uncle Tupelo', 'John Hartford', 'Whiskeytown', 'Todd Snider', 'Charlie Parr', ""Tim O'Brien"", 'The Felice Brothers', 'Levon Helm', 'Shovels & Rope', 'Gram Parsons', 'Jeffrey Foucault', 'Buddy Miller', 'Hiss Golden Messenger', 'Ryan Adams & The Cardinals']"
Dave Stewart,"['Kiki Dee', 'Annie Lennox', 'Katrina & The Waves', 'Eurythmics', 'The Spiritual Cowboys', 'Philip Bailey', 'Michael Sembello', 'Jennifer Warnes', 'Irene Cara', 'Kim Carnes', 'The Buggles', 'Kevin Rowland', 'The Range', 'Soft Cell', 'Carl Douglas', 'Patrick Hernandez', 'Fine Young Cannibals', 'Tammi Terrell', 'Bill Medley', 'Dexys Midnight Runners']"
Dave Swarbrick,"['Ashley Hutchings', 'Martin Carthy', 'The Albion Band', 'Simon Nicol', 'Silly Sisters', 'Maddy Prior & Tim Hart', 'Brass Monkey', 'John Kirkpatrick', 'Ian Campbell Folk Group', 'Maddy Prior', 'The Watersons', 'Albion Country Band', 'Norma Waterson', 'Tim Hart & Maddy Prior', 'June Tabor', 'Eliza Carthy', 'Waterson:Carthy', 'The Albion Dance Band', 'Nic Jones', 'Fotheringay']"
Dave Van Ronk,"[""Ramblin' Jack Elliott"", 'Phil Ochs', 'Cisco Houston', 'Mississippi John Hurt', 'Woody Guthrie', 'Elizabeth Cotten', 'John Fahey', 'Odetta', 'Tom Paxton', 'Blaze Foley', 'Michael Hurley', 'Pete Seeger', 'Jackson C. Frank', 'Blind Willie McTell', 'Rev. Gary Davis', 'Townes Van Zandt', 'Ted Hawkins', 'Doc Watson', 'Lead Belly', 'Fred Neil']"
David Ackles,"['Francis Wells', 'Abilene', 'RØRE', 'Avery Bright', 'Michael Vignola', 'Omar Raafat', 'Clemens Ruh', 'Sid Acharya', 'Kevin Smuts', 'Howard Harper-Barnes', 'Dominik A. Hecker', 'Philip Ayers', 'Dylan C. Jones', 'Bill Hemstapat', 'Jordan Seigel', 'Samuel Bohn', 'Jessica Jones', 'Matthew Dennis', 'J.T. Peterson', 'Olexandr Ignatov']"
David Allan Coe,"['Johnny Paycheck', 'Charlie Daniels', 'Merle Haggard', 'The Charlie Daniels Band', 'Hank Williams, Jr.', 'Jerry Reed', 'George Jones', 'Waylon Jennings', 'Confederate Railroad', 'Conway Twitty', 'John Anderson', 'Dwight Yoakam', 'The Kentucky Headhunters', 'Chris LeDoux', 'The Oak Ridge Boys', 'Buck Owens', 'Shooter Jennings', 'Hank Williams', 'Mel McDaniel', 'Ronnie Milsap']"
David Bowie,"['Talking Heads', 'Iggy Pop', 'Lou Reed', 'The Velvet Underground', 'The Who', 'Joy Division', 'The Clash', 'T. Rex', 'The Cure', 'The Kinks', 'The Doors', 'Jimi Hendrix', 'The Police', 'Blur', 'Roxy Music', 'Pixies', 'George Harrison', 'Bob Dylan', 'The Rolling Stones', 'New Order']"
David Byrne,"['Talking Heads', 'Tom Tom Club', 'Brian Eno', 'Laurie Anderson', 'Elvis Costello', 'John Cale', 'Elvis Costello & The Attractions', 'XTC', 'DEVO', 'Television', 'Elvis Costello & The Imposters', 'Lou Reed', 'St. Vincent', 'Roxy Music', 'Yo La Tengo', 'The Flaming Lips', ""The B-52's"", 'CAN', 'Elvis Costello And The Brodsky Quartet', 'The The']"
David Crosby,"['Crosby & Nash', 'Graham Nash', 'Stephen Stills', 'Crazy Horse', 'Neil Young International Harvesters', 'Roger McGuinn', 'Manassas', 'John Sebastian', 'Dave Mason', 'Richie Havens', 'Buffalo Springfield', 'Gregg Allman', 'The Youngbloods', 'Crosby, Stills, Nash & Young', 'Crosby, Stills & Nash', 'Arlo Guthrie', 'Duane Allman', 'Leon Russell', 'The Byrds', 'Poco']"
David Essex,"['Alvin Stardust', 'Wizzard', 'David Cassidy', 'Paper Lace', 'Brotherhood of Man', 'Showaddywaddy', 'David Soul', 'Darts', 'Mud', 'The New Seekers', 'The Osmonds', 'Chicory Tip', 'Racey', 'Bay City Rollers', 'Barry Blue', 'Tony Christie', 'The Rubettes', 'Steve Harley & Cockney Rebel', 'Bucks Fizz', 'The Dooleys']"
David Gilmour,"['Roger Waters', 'Jimmy Page', 'Alan Parsons', 'Robert Plant', 'Roger Hodgson', 'Emerson, Lake & Palmer', 'The Alan Parsons Project', 'Jethro Tull', 'Syd Barrett', 'Camel', 'Yes', 'Jeff Beck', 'Marillion', 'Ian Anderson', 'Peter Gabriel', 'Steve Hackett', 'Mark Knopfler', 'Genesis', 'King Crimson', 'Rick Wakeman']"
David Gray,"['Ray LaMontagne', 'Damien Rice', 'Amos Lee', 'Paolo Nutini', 'Newton Faulkner', 'Ryan Adams', 'James Morrison', 'Stereophonics', 'Counting Crows', 'Elbow', 'Glen Hansard', 'Paul Weller', 'Ocean Colour Scene', 'The Beautiful South', 'Ben Howard', 'Razorlight', 'Travis', 'Dave Matthews', 'Ben Harper', 'Alexi Murdoch']"
David Guetta,"['Tiësto', 'Calvin Harris', 'Avicii', 'Flo Rida', 'Swedish House Mafia', 'Alesso', 'AFROJACK', 'Martin Garrix', 'Pitbull', 'LMFAO', 'Armin van Buuren', 'Hardwell', 'Robin Schulz', 'Dimitri Vegas & Like Mike', 'Kygo', 'Axwell /\\ Ingrosso', 'R3HAB', 'Galantis', 'Major Lazer', 'Steve Aoki']"
David Holmes,"['David Holmes presents The Free Association', 'The Sabres Of Paradise', 'Howie B.', 'Andrew Weatherall', 'Death In Vegas', 'Leftfield', 'Coldcut', 'DJ Food', 'Bentley Rhythm Ace', 'The Orb', 'Orbital', 'The Herbaliser', 'The Future Sound Of London', 'Red Snapper', 'Fila Brazillia', 'Steve Mason', 'Kruder & Dorfmeister', 'Lemon Jelly', 'UNKLE', 'Funki Porcini']"
David Holmes presents The Free Association,"['David Holmes', 'Bentley Rhythm Ace', 'Midfield General', 'Lionrock', 'Death In Vegas', 'Howie B.', 'Red Snapper', 'Coldcut', 'The Sabres Of Paradise', 'The Wiseguys', 'The Herbaliser', 'DJ Format', 'The Beta Band', 'Aim', 'Up, Bustle & Out', 'Cut Chemist', 'Hexstatic', 'DJ Food', 'Lemon Jelly', 'Mr. Scruff']"
David Lee Roth,"['Sammy Hagar', 'Vince Neil', 'Damn Yankees', 'Great White', 'Winger', 'Lita Ford', 'Ratt', 'Dokken', 'Autograph', 'Slaughter', 'Night Ranger', 'Ace Frehley', 'Tesla', 'Faster Pussycat', 'L.A. Guns', 'Quiet Riot', 'Warrant', 'Lynch Mob', 'White Lion', 'Sebastian Bach']"
David Lynch,"['Angelo Badalamenti', 'Chrystabell', 'Thought Gang', 'Julee Cruise', 'SQÜRL', 'Einstürzende Neubauten', 'Dean Hurley', 'Coil', 'Johnny Jewel', 'Swans', 'Vincent Gallo', 'Suicide', 'The Dale Cooper Quartet', 'Throbbing Gristle', 'Psychic TV', 'Xiu Xiu', 'Jonny Greenwood', 'Rebekah Del Rio', 'Bohren & Der Club Of Gore', 'CAN']"
David McComb,"['The Friends of David McComb', 'The Blackeyed Susans', 'The Triffids', 'Grant McLennan', 'The Aints!', 'Rob Snarski', 'Ups and Downs', 'Died Pretty', 'Underground Lovers', 'Ed Kuepper', 'Laughing Clowns', 'Robert Forster', 'Falling Joys', 'Kim Salmon', 'The Moodists', 'Far Out Corporation', 'Dave Graney', 'Tall Tales & True', 'The Stems', 'Kim Salmon and the Surrealists']"
David Rawlings,"['Dave Rawlings Machine', 'Gillian Welch', 'Willie Watson', 'Justin Townes Earle', 'Guy Clark', 'Son Volt', 'Uncle Tupelo', 'Buddy Miller', 'Lucinda Williams', 'Gram Parsons', 'Townes Van Zandt', 'Iris DeMent', 'John Hartford', 'Whiskeytown', 'Levon Helm', 'Jeff Tweedy', ""Tim O'Brien"", 'Buddy & Julie Miller', 'Peter Rowan', 'Ryan Adams & The Cardinals']"
David Ruffin,"['Eddie Kendricks', 'Jimmy Ruffin', 'The Dells', 'Jerry Butler', 'Major Harris', 'Archie Bell & The Drells', 'Tyrone Davis', 'The New Birth', 'Enchantment', 'The Main Ingredient', 'The Dramatics', 'The Moments', 'Blue Magic', 'Johnnie Taylor', 'The Intruders', 'Jr. Walker & The All Stars', 'The Chi-Lites', 'Latimore', 'The Persuaders', 'Bloodstone']"
David Sanborn,"['Joe Sample', 'David Benoit', 'Earl Klugh', 'Jeff Lorber', 'Lee Ritenour', 'Spyro Gyra', 'Fourplay', 'Gerald Albright', 'Bob James', 'Pieces Of A Dream', 'George Howard', 'Hiroshima', 'Dave Grusin', 'Tom Scott', 'Najee', 'Russ Freeman', 'Eric Marienthal', 'Richard Elliot', 'The Rippingtons', 'Chuck Loeb']"
David Sylvian,"['Rain Tree Crow', 'Steve Jansen', 'Mick Karn', 'Nine Horses', 'Japan', 'Jansen/Barbieri', 'Richard Barbieri', 'The Dolphin Brothers', 'Mark Hollis', 'Robert Fripp', 'John Foxx', 'Dalis Car', 'The Blue Nile', 'Jon Hassell', 'Exit North', 'Robert Wyatt', 'This Mortal Coil', 'Holger Czukay', 'Harold Budd', 'Robin Guthrie']"
David Sztanke,"['Laura Prince', 'Mike Ladd', 'Tahiti Boy and the Palmtree Family', 'Julia Newman', 'Erwann Kermorvant', 'Dimitri Smith', 'Morgan Kibby', 'Trevor Gureckis', 'Grégoire Hetzel', 'Sacha Galperine', 'O - Olivier Marguerit', 'Rutger Hoedemaekers', 'Forever Pavot', 'Jon Opstad', 'Nathaniel Méchaly', 'Julien Gasc', 'Fred Pallem']"
Davy Graham,"['John Renbourn', 'Davey Graham', 'Bert Jansch', 'Martin Carthy', 'The John Renbourn Group', 'Pentangle', 'Shirley Collins', 'Wizz Jones', 'Anne Briggs', 'Fotheringay', 'Nic Jones', 'Dave Swarbrick', 'Roy Harper', 'Sandy Denny', 'The Watersons', 'Martin Simpson', 'Michael Chapman', 'The Incredible String Band', 'Fairport Convention', 'Stefan Grossman']"
Dawes,"['Middle Brother', 'Deer Tick', 'Delta Spirit', 'Langhorne Slim', 'Blitzen Trapper', 'Shovels & Rope', 'The Avett Brothers', 'Jason Isbell and the 400 Unit', 'Josh Ritter', 'Hiss Golden Messenger', 'Houndmouth', 'Jason Isbell', 'The Wood Brothers', 'Rayland Baxter', 'The Lone Bellow', 'Justin Townes Earle', 'Fruit Bats', 'Nathaniel Rateliff', 'The Milk Carton Kids', 'My Morning Jacket']"
Days Of The New,"['Seven Mary Three', 'Candlebox', 'Jerry Cantrell', 'Tantric', 'Filter', 'Oleander', 'Mad Season', 'Sponge', 'Toadies', 'Stabbing Westward', 'Tonic', 'Fuel', 'Temple Of The Dog', 'Mother Love Bone', 'Local H', 'Scott Weiland', 'Screaming Trees', 'Collective Soul', 'The Verve Pipe', 'Better Than Ezra']"
Dazz Band,"['Brick', 'Lakeside', 'One Way', 'Con Funk Shun', 'Slave', 'Skyy', 'The Bar-Kays', 'Midnight Star', 'The S.O.S Band', 'Brass Construction', 'Yarbrough & Peoples', 'Mass Production', 'Mtume', 'Mary Jane Girls', 'B.T. Express', 'Roger', 'Morris Day', 'Zapp', 'G.Q.', 'Kashif']"
De La Soul,"['Q-Tip', 'Jungle Brothers', 'Pete Rock & C.L. Smooth', 'Black Star', 'Digable Planets', 'The Pharcyde', 'Eric B. & Rakim', 'Talib Kweli', 'Black Sheep', 'Brand Nubian', 'Mos Def', 'Pete Rock', 'A Tribe Called Quest', 'Arrested Development', 'The Roots', 'KRS-One', 'EPMD', 'Souls Of Mischief', 'Big Daddy Kane', 'Gang Starr']"
De-Phazz,"[""Mo' Horizons"", 'Dzihan & Kamien', 'Gabin', 'Minus 8', 'S-Tone Inc', 'Llorca', 'Boozoo Bajou', 'Tosca', 'Club des Belugas', '[re:jazz]', 'Nicola Conte', 'Jojo Effect', 'Micatone', 'Koop', 'Waldeck', 'Kid Loco', 'The Bahama Soul Club', 'Sofa Surfers', 'Barrio Jazz Gang', 'Jazzamor']"
DeBarge,"['El DeBarge', 'Klymaxx', 'Ready For The World', 'Atlantic Starr', 'Stacy Lattisaw', ""Force M.D.'s"", 'The Deele', 'Deniece Williams', 'Al B. Sure!', 'Pebbles', 'Midnight Star', 'Jody Watley', 'Teena Marie', 'Shalamar', 'Club Nouveau', 'Stephanie Mills', 'Sheila E.', 'Cherrelle', 'Lisa Lisa & Cult Jam', 'Ashford & Simpson']"
Deacon Blue,"['Hue and Cry', 'The Christians', 'Del Amitri', 'The Beautiful South', 'The Housemartins', 'Curiosity Killed The Cat', 'Aztec Camera', 'Prefab Sprout', 'The Lightning Seeds', 'Then Jerico', 'Big Country', 'The Blow Monkeys', 'Danny Wilson', 'Kirsty MacColl', 'Paul Heaton', ""T'Pau"", 'The Style Council', 'Lloyd Cole and the Commotions', 'Texas', 'Wet Wet Wet']"
Dead & Company,"[""Joe Russo's Almost Dead"", 'Bob Weir', 'Jerry Garcia Band', 'Goose', 'Phil Lesh & Friends', 'Jerry Garcia', 'Jerry Garcia Acoustic Band', 'Jerry Garcia & Merl Saunders', 'Oteil Burbridge', 'Trey Anastasio', 'Bobby Weir & Wolf Bros', 'Widespread Panic', 'Grateful Shred', 'Phish', 'The String Cheese Incident', 'Grateful Dead', 'Circles Around The Sun', 'Dark Star Orchestra', 'moe.', 'Spafford']"
Dead Boys,"['Johnny Thunders & The Heartbreakers', 'Stiv Bators', 'The Dictators', 'Richard Hell', 'Johnny Thunders', 'The Vibrators', 'Germs', 'The Adverts', 'Fear', 'The Weirdos', 'New York Dolls', 'Zero Boys', 'MC5', 'U.K. Subs', 'The Damned', 'Adolescents', 'The Dickies', 'X', 'GBH', '999']"
Dead Kennedys,"['Black Flag', 'Circle Jerks', 'Minor Threat', 'Agent Orange', 'Bad Brains', 'Adolescents', 'Germs', 'Subhumans', 'The Exploited', 'Descendents', 'T.S.O.L.', 'Jello Biafra', 'The Adicts', 'GBH', 'The Dead Milkmen', 'Fear', 'Operation Ivy', 'Buzzcocks', 'The Damned', 'Crass']"
Dead Moon,"['Pierced Arrows', 'The Gories', 'Oblivians', 'The Spits', 'Wipers', 'The Gun Club', 'Scientists', 'Reatards', 'Roky Erickson', 'Radio Birdman', 'Thee Headcoats', 'The Rats', 'The Dirtbombs', 'Dead Boys', 'Jay Reatard', ""Flamin' Groovies"", 'The Nerves', 'The King Khan & BBQ Show', 'Richard Hell', 'The Saints']"
Dead Or Alive,"['Kajagoogoo', 'Men Without Hats', 'Thompson Twins', 'Soft Cell', 'Frankie Goes To Hollywood', 'Bananarama', 'Animotion', 'A Flock Of Seagulls', 'Howard Jones', 'The Human League', 'Adam Ant', 'Yazoo', 'ABC', 'Bronski Beat', 'Adam & The Ants', 'Visage', 'Wang Chung', 'Berlin', 'The Communards', 'Real Life']"
Dean Blunt,"['Babyfather', 'Joanne Robertson', 'Hype Williams', 'Inga Copeland', 'Blue Iverson', 'NINA', 'The Crying Nudes', 'Devon Hendryx', 'jonatan leandoer96', 'mark william lewis', 'bar italia', 'Yves Tumor', 'Ecco2k', 'Cities Aviv', 'Pretty V', 'Black Kray', 'Delroy Edwards', 'Snow Strippers', 'Vegyn', 'Standing On The Corner']"
Dean Martin,"['Sammy Davis Jr.', 'Bobby Darin', 'Perry Como', 'Bing Crosby', 'Nat King Cole', 'The Rat Pack', 'Doris Day', 'Andy Williams', 'Tony Bennett', 'Frank Sinatra', 'Johnny Mathis', 'Harry Connick, Jr.', 'Peggy Lee', 'Glenn Miller', 'Al Martino', 'Fred Astaire', 'Nat King Cole Trio', 'Louis Armstrong', 'Jimmy Durante', 'Rosemary Clooney']"
Death,"['JPEGMAFIA', 'Injury Reserve', 'Danny Brown', 'Lil Ugly Mane', 'Daughters', 'Swans', 'Zach Hill', 'clipping.', 'Xiu Xiu', 'black midi', ""The I.L.Y's"", 'billy woods', 'Machine Girl', 'The Microphones', 'Have A Nice Life', 'Sweet Trip', 'Hella', 'Slint', '100 gecs', 'Ecco2k']"
Death Angel,"['Dark Angel', 'Forbidden', 'Nuclear Assault', 'Destruction', 'Sacred Reich', 'Vio-Lence', 'Heathen', 'Flotsam & Jetsam', 'Onslaught', 'Annihilator', 'Artillery', 'Overkill', 'Tankard', 'Evile', 'Warbringer', 'Whiplash', 'Sadus', 'Metal Church', 'Coroner', 'Possessed']"
Death Grips,"['JPEGMAFIA', 'Injury Reserve', 'Danny Brown', 'Lil Ugly Mane', 'Daughters', 'Swans', 'Zach Hill', 'clipping.', 'Xiu Xiu', 'black midi', ""The I.L.Y's"", 'billy woods', 'Machine Girl', 'The Microphones', 'Have A Nice Life', 'Sweet Trip', 'Hella', 'Slint', '100 gecs', 'Ecco2k']"
Death In Vegas,"['UNKLE', 'Leftfield', 'Tricky', 'The Future Sound Of London', 'Orbital', 'Propellerheads', 'The Orb', 'Fluke', 'Bentley Rhythm Ace', 'Underworld', 'Primal Scream', 'Lamb', 'Sneaker Pimps', 'The Beta Band', 'Mercury Rev', 'DJ Shadow', 'Goldfrapp', 'Martina Topley-Bird', 'Kid Loco', 'Lemon Jelly']"
Debashish Bhattacharya,"['G.S. Sachdev', 'Ali Akbar Khan', 'Rakesh Chaurasia', 'Vijay Ghate', 'Bapu Padmanabha', 'Alam Khan', 'Hariprasad Chaurasia', 'Amjad Ali Khan', 'Baluji Shrivastav', 'Ronu Majumdar', 'Anuradha Pal', 'Ajeet Pathak', 'Zakir Hussain', 'Anoushka Shankar', 'Bickram Ghosh', 'Ravi Shankar', 'Raghunath Seth', 'Pandit Shivkumar Sharma & Pandit Hariprasad Chaurasia', 'Dhani Bhagat', 'Shahid Parvez']"
Debbie Gibson,"['Tiffany', 'Exposé', 'Wilson Phillips', 'Taylor Dayne', 'The Jets', 'Sheena Easton', 'Martika', 'Paula Abdul', 'Samantha Fox', 'Miami Sound Machine', 'Tommy Page', 'Lisa Lisa & Cult Jam', 'Milli Vanilli', 'Belinda Carlisle', 'Gloria Estefan And Miami Sound Machine', 'Vanessa Williams', 'The Cover Girls', 'Peter Cetera', 'Jody Watley', 'The Bangles']"
Deborah Cox,"['Chanté Moore', 'Kelly Price', 'Monifah', 'Karyn White', 'Shanice', 'Changing Faces', 'Brownstone', 'Jesse Powell', 'The Braxtons', 'KeKe Wyatt', 'Kenny Lattimore', 'Adina Howard', 'Total', ""Michel'le"", 'Vivian Green', 'Gerald Levert', 'Carl Thomas', 'Xscape', 'Eric Benét', 'Shirley Murdock']"
Deee-Lite,"['CeCe Peniston', 'C & C Music Factory', 'Black Box', 'Crystal Waters', 'Neneh Cherry', 'Robin S', 'Soul II Soul', ""S'Express"", 'Technotronic', 'Inner City', 'Grace Jones', 'Rozalla', 'Ultra Naté', ""Stereo MC's"", 'Cathy Dennis', 'EMF', 'The Shamen', 'SNAP!', 'Adamski', 'Tom Tom Club']"
Deep Dish,"['Danny Tenaglia', 'Timo Maas', 'Satoshi Tomiie', 'Dave Seaman', 'Darren Emerson', 'Danny Howells', 'Sharam', 'Steve Lawler', 'Sander Kleinenberg', 'Bedrock', 'John Digweed', 'Layo & Bushwacka!', 'Nick Warren', 'X-Press 2', 'Dirty Vegas', 'Sasha', 'Roger Sanchez', 'David Morales', 'Erick Morillo', 'Dubfire']"
Deep Forest,"['Amethystium', 'Achillea', 'Mythos', 'Lesiem', 'Enigma', 'B-Tribe', 'Magna Canta', 'Adiemus', 'Kitaro', 'Beautiful World', 'ERA', 'Gregorian', 'Andreas Vollenweider', 'Blue Stone', 'Solyma', 'Dagda', 'Oliver Shanti & Friends', 'Cusco', 'Vangelis', 'Karunesh']"
Deep Purple,"['Rainbow', 'Uriah Heep', 'Nazareth', 'Dio', 'Thin Lizzy', 'Alice Cooper', 'Judas Priest', 'Black Sabbath', 'Steppenwolf', 'UFO', 'Jethro Tull', 'ZZ Top', 'Cream', 'Motörhead', 'Whitesnake', 'Blue Öyster Cult', 'The Who', 'Ozzy Osbourne', 'Jimi Hendrix', 'Jim Morrison']"
Deerhoof,"['Lightning Bolt', 'Melt-Banana', 'Hella', 'Guerilla Toss', 'Battles', 'Xiu Xiu', 'Women', 'Palm', 'Marnie Stern', 'Liars', 'Tortoise', 'Deerhunter', 'Broadcast', 'Zach Hill', 'Panda Bear', 'The Books', 'Boredoms', 'Black Moth Super Rainbow', 'Don Caballero', 'Dirty Projectors']"
Deerhunter,"['Atlas Sound', 'Panda Bear', 'Animal Collective', 'Real Estate', 'Destroyer', 'Ariel Pink', 'DIIV', 'Foxygen', 'Grizzly Bear', 'Wild Nothing', 'Yo La Tengo', 'Parquet Courts', 'Broken Social Scene', 'Ty Segall', 'Girls', 'Spiritualized', 'Dirty Projectors', 'Lotus Plaza', 'Kurt Vile', 'Galaxie 500']"
Def Leppard,"['Poison', 'Whitesnake', 'Warrant', 'Cinderella', 'Quiet Riot', 'Ratt', 'Skid Row', 'Great White', 'Twisted Sister', 'Tesla', 'Mötley Crüe', 'Van Halen', 'White Lion', 'Slaughter', 'Damn Yankees', 'Dokken', 'Sammy Hagar', 'Night Ranger', 'Winger', 'Alice Cooper']"
Deftones,"['Type O Negative', 'Korn', 'Duster', 'A Perfect Circle', 'Team Sleep', 'Loathe', '✝✝✝ (Crosses)', 'Kittie', 'Alice In Chains', 'Alex G', 'Slowdive', 'Wisp', 'TOOL', 'Nine Inch Nails', 'my bloody valentine', 'The Smashing Pumpkins', 'Pierce The Veil', 'Slipknot', 'Superheaven', 'bôa']"
Deicide,"['Vital Remains', 'Suffocation', 'Malevolent Creation', 'Morbid Angel', 'Immolation', 'Nile', 'Autopsy', 'Vader', 'Pestilence', 'Possessed', 'Obituary', 'Cryptopsy', 'Sinister', 'Grave', 'Entombed', 'Dismember', 'Unleashed', 'Hate Eternal', 'Carcass', 'Six Feet Under']"
Del Reeves,"['Wynn Stewart', 'Charlie Walker', 'Claude King', 'Tommy Collins', 'George Hamilton IV', 'Jim Ed Brown', 'Henson Cargill', 'Leroy Van Dyke', 'Hawkshaw Hawkins', 'Roy Drusky', 'Red Simpson', 'Johnny Russell', 'Charlie Louvin', 'Jean Shepard', 'Carl Smith', 'Dave Dudley', 'Dick Curless', 'Cowboy Copas', 'Stonewall Jackson', 'Cal Smith']"
Del Shannon,"['Bobby Vee', 'Gene Pitney', 'Bobby Rydell', 'Jan & Dean', 'Frankie Avalon', 'Freddie & The Dreamers', 'Johnny Tillotson', 'Dion & The Belmonts', 'The Big Bopper', 'Buddy Holly & The Crickets', 'Little Eva', 'Tommy Roe', 'The Searchers', 'Gerry & The Pacemakers', 'Danny & The Juniors', 'Ricky Nelson', 'Gary Puckett & The Union Gap', 'The Crickets', 'The Del-Vikings', 'Lou Christie']"
Del The Funky Homosapien,"['Deltron 3030', 'Hieroglyphics', 'Dr. Octagon', 'Blackalicious', 'Dan The Automator', 'Kool Keith', 'People Under The Stairs', 'Aceyalone', 'Gift Of Gab', 'Souls Of Mischief', 'Living Legends', 'Black Star', 'Handsome Boy Modeling School', 'Aesop Rock', 'Murs', 'Cannibal Ox', 'The Pharcyde', 'Mr. Lif', 'Jeru The Damaja', 'Jurassic 5']"
Dele Sosimi,"['The Estuary 21', 'Lokkhi Terra', 'Dele Sosimi Afrobeat Orchestra', 'Orlando Julius', 'Ebo Taylor', 'Pat Thomas', 'Afriquoi', 'Bosq', 'Fanga', 'Tony Allen', 'Seun Kuti', 'Voilaaa', 'Medlar', 'Gyedu-Blay Ambolley', 'Joni Haastrup', 'Chicago Afrobeat Project', 'Bola Johnson', 'Auntie Flo', 'T. P. Orchestre Poly-Rythmo', 'Femi Kuti']"
Delinquent Habits,"['The Psycho Realm', 'Sen Dog', 'Kemo The Blaxican', 'B-Real', 'Sick Jacken', 'Tha Mexakinz', 'Funkdoobiest', 'La Coka Nostra', 'House Of Pain', 'DJ Muggs', 'Street Platoon', 'Cypress Hill', 'Kid Frost', 'Onyx', 'Das EFX', 'Non Phixion', 'Afu-Ra', 'The Beatnuts', 'Tha Alkaholiks', 'Disciples of the Sick']"
Delta 5,"['Essential Logic', 'Au Pairs', 'Kleenex', 'Bush Tetras', 'Girls At Our Best!', 'The Raincoats', 'The Slits', 'Suburban Lawns', 'Maximum Joy', 'Lizzy Mercier Descloux', 'Pylon', 'Mo-Dettes', 'ESG', 'Family Fodder', 'Young Marble Giants', 'Swell Maps', 'Josef K', 'Liquid Liquid', 'Ludus', 'Rosa Yemen']"
Deltron 3030,"['Del The Funky Homosapien', 'Dan The Automator', 'Dr. Octagon', 'Hieroglyphics', 'Blackalicious', 'Cannibal Ox', 'Kool Keith', 'Handsome Boy Modeling School', 'Aesop Rock', 'Living Legends', 'Gift Of Gab', 'DANGERDOOM', 'El-P', 'People Under The Stairs', 'Aceyalone', 'Mr. Lif', 'Eyedea & Abilities', 'Binary Star', 'BUSDRIVER', 'Murs']"
Dem 2,"['Ramsey & Fen', 'M-Dubs', 'Smokin Beats', 'Somore', 'NuBirth', 'The Jam Experience', 'R.I.P Productions', 'Jaimeson', 'Scott Garcia', 'Double 99', 'Monsta Boy', 'Fabulous Baker Boys', 'Ed Case', 'Future Underground Nation', 'Danny J Lewis', 'Glamma Kid', 'K-Warren', 'Jeremy Sylvester', 'Doolally', 'Lonyo']"
Demi Lovato,"['Hannah Montana', 'Vanessa Hudgens', 'Ashley Tisdale', 'Miranda Cosgrove', 'Emily Osment', 'Nick Jonas', 'Zendaya', 'Demi Lovato', 'Fifth Harmony', 'Hilary Duff', 'Joe Jonas', 'The Cheetah Girls', 'Lindsay Lohan', 'Bella Thorne', 'Selena Gomez', 'Nick Jonas & The Administration', 'Victorious Cast', 'Jonas Brothers', 'Jennette McCurdy', 'Bebe Rexha']"
Demolition 23,"['The Suicide Twins', 'Jan Stenfors', 'Sami Yaffa', 'Shooting Gallery', 'The Cherry Bombz', 'Fallen Angels', 'Andy McCoy', 'Stenfors', 'Michael Monroe', 'Pete Malmi', ""Tyla's Dogs D'Amour"", 'Soho Roses', 'Grease Helmet', 'Smack', 'The Throbs', ""The Dogs D'Amour"", 'The Black Halos', 'Spike and Tyla’s Hot Knives', 'The Fishfaces', 'Tyla J. Pallas']"
Dengue Fever,"['The Cambodian Space Project', 'Pan Ron', 'Ros Serey Sothea', 'Sinn Sisamouth', 'Holly Golightly', 'Goat', 'Mulatu Astatke', 'The Budos Band', 'William Onyeabor', 'Tinariwen', 'La Luz', 'Kikagaku Moyo', 'The Paradise Bangkok Molam International Band', 'Bombino', 'CAN', 'Antibalas', 'Khun Narin', 'Mdou Moctar', 'WITCH', 'El Michels Affair']"
